"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Merchant Valley","621	","Utah","SNOTEL","Beaver","8710","38.30285","-112.43637","160300070201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","57","73","57","67","100","6","6","5","6","-0.4","38","29","14",,"1.4","1.1","1.4","1.2","0","4.8","2005, 2007, 2016, more","2004","46"
"Merritt Mountain","1207	","Nevada","SNOTEL","Elko","6920","41.8927","-115.858","170501020601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,,,,,,,"0"
"Mesa Lakes","622	","Colorado","SNOTEL","Mesa","10160","39.05738","-108.05756","140100051307	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","30","35","30","36","100","4","4","4","4","-1.4","18","33","8",,"2.7","2.3","2.7","2.2","0","8","1989, 1999, 2001","1986","40"
"Mica Creek","623	","Idaho","SNOTEL","Shoshone","4480","47.15045","-116.26643","170103040604	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","20","25","20","25","67","2","2","2","2","-1.2","11","32","5",,"2","1.6","2","1.6","0","9.9","2001, 2008","1996","36"
"Michigan Creek","937	","Colorado","SNOTEL","Park","10700","39.43579","-105.91072","101900010404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","14","17","16","19","60","2","2","2","2","-1.3","4","27","1","Lowest","2.1","1.8","1.9","1.6","0.3","5","2016, 2025","2006","28"
"Middle Boulder 3","MB3	","California","Cooperator Snow Sensors","Siskiyou","6040","41.225","-122.811","180102080201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","-0.1","-7","-12","-7","-12","-12","0","0","0","0","-0.9","0","33","1","Lowest","1.4","0.8","1.4","0.8","-0.1","6.5","2025","1994","33"
"Middle Creek","624	","Colorado","SNOTEL","Mineral","11260","37.61779","-107.03932","130100010501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.5","38","50","37","44","100","8","8","7","8","-1.9","24","35","12",,"3.9","3","4.1","3.4","0","11.6","1989, 1999, 2001","1986","46"
"Middle Fork Camp","1014	","Colorado","SNOTEL","Grand","8960","39.79565","-106.02802","140100010402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","24","22","27","25","80","3","3","3","3","-1.2","12","22","2","2nd Lowest","1.7","1.8","1.5","1.6","0.1","3.6","2021","2015","25"
"Middle Powder","625	","Wyoming","SNOTEL","Washakie","7760","43.62733","-107.18152","100800080205	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.8","0","48","1","Lowest","2.2","1.8","2.2","1.8","0","7.4","2025","1994","48"
"Midway Valley","626	","Utah","SNOTEL","Iron","9830","37.56933","-112.83849","160300010101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.6","120","150","112","138","100","13","14","13","15","1","70","14","31",,"3","2.4","3.2","2.6","0","20.2","1999, 2007, 2021","2004","45"
"Milk Shakes","1079	","Oregon","SNOTEL","Wallowa","5580","45.9821","-117.94883","170701020201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.8","0","19","1","Lowest","2.9","2.8","3.1","2.8","0","6.4","2025","2017, 2024","19"
"Mill Creek","1322	","Montana","SNOTEL","Park","7420","45.263","-110.40501","100700020302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3",,,"100","100","72",,,,,"0",,"1","1",,,,"1.3","1.3","1.3","1.3","2025","2025","1"
"Mill Creek Canyon","1321	","Utah","SNOTEL","Salt Lake","6960","40.69656","-111.67712","160202040301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,"0","0","0",,,"0","0","-1.6","0","2","1","Lowest",,,"1.6","1.6","0","3.2","2025","2024","2"
"Mill Creek Summit","627	","Idaho","SNOTEL","Custer","8790","44.47212","-114.48992","170602010501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.1","89","91","89","94","100","14","14","14","15","-0.2","43","25","18",,"3.5","3.4","3.5","3.3","0.1","8.1","1993","2017","43"
"Mill-D North","628	","Utah","SNOTEL","Salt Lake","8940","40.65883","-111.63683","160202040201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.1","3","37","1","Lowest","2.5","2.1","2.5","2.1","0","6.8","2007, 2025","2004","38"
"Miller Woods","1084	","Oregon","SNOTEL","Yamhill","420","45.24755","-123.27563","170900080606	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,,,,"0","0","0","0","0","100","1","1",,"0","0","0","0","0","0","2023, 2024, 2025, more","2023, 2024, 2025, more","20"
"Mineral Creek","629	","Colorado","SNOTEL","San Juan","10030","37.84737","-107.72657","140801040103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5","22","28","21","24","100","3","3","3","3","-1.6","11","43","5",,"2.3","1.8","2.4","2.1","0","5.9","1989","1996","48"
"Mining Fork","631	","Utah","SNOTEL","Tooele","8290","40.49384","-112.61141","160203040503	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.4","19","31","1","Lowest","1.8","1.4","1.8","1.4","0","6.5","2007, 2018, 2025, more","2004","38"
"Mission Creek","2F05P	","British Columbia","Cooperator Snow Sensors","	","5886","49.93333","-118.93333","170200060703	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.9","53","58","54","61","100","8","8","9","9","-1.2","19","45","9",,"3.6","3.3","3.5","3.1","0.3","8.1","2014","2020","55"
"Mission Ridge","1C18P	","British Columbia","Cooperator Snow Sensors","	","6070","50.76256","-122.20769","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.6","95","106","100","112","97","16","17","16","16","0.4","55","23","27",,"3.8","3.4","3.6","3.2","0","9.7","1976","1975","50"
"Mitchell Meadow","MTM	","California","Cooperator Snow Sensors","Tulare","9880","36.737","-118.712","180300100401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.7","87","96","79","90","100","8","10","8","10","-0.3","40","28","18",,"3.1","2.8","3.4","3","0","13.2","2013, 2016, 2019, more","2002","46"
"Molas Lake","632	","Colorado","SNOTEL","San Juan","10610","37.74929","-107.68933","140801040302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","30","35","31","35","100","4","4","4","4","-1.5","21","32","8",,"2.7","2.3","2.6","2.3","0","6.9","1999, 2001, 2007","1998","40"
"Molson Creek","2A21P	","British Columbia","Cooperator Snow Sensors","	","6332","52.21667","-118.21667","170200190000	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"12","11.4","11.3","10.4","4.7","28.5","1987","1990","42"
"Monahan Flat","1094	","Alaska","SNOTEL","Matanuska-Susitna","2690","63.30464","-147.64883","190205010304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6",,,"26","25","86",,,"7","8","-1.8","0","8","1","Lowest",,,"2.3","2.4","0.6","4.4","2025","2019","8"
"Monitor Pass","633	","California","SNOTEL","Alpine","8320","38.6683","-119.6087","160502010201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","89","400","89","200","38","5","5","5","5","0.4","66","13","23",,"0.9","0.2","0.9","0.4","0","3.7","2018, 2019, 2021, more","2004","36"
"Monte Cristo","634	","Utah","SNOTEL","Cache","8930","41.46547","-111.49688","160102030201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.7","53","57","50","57","100","6","6","6","6","-1.3","19","39","10",,"3.2","3","3.4","3","0","10.1","2001","1984","48"
"Monument Creek","949	","Alaska","SNOTEL","Fairbanks North Star","1840","65.07738","-145.87358","190803060402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1","58","69","61","73","100","18","18","18","18","-0.4","31","32","14",,"1.9","1.6","1.8","1.5","0","5","1988","1992","46"
"Monument Peak","635	","Montana","SNOTEL","Park","8740","45.21759","-110.237","100700020902	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.3","77","79","79","82","97","13","14","14","15","-0.7","33","31","16",,"4.3","4.2","4.2","4","0.8","8.6","1987","2017","46"
"Moon Pass","1124	","Colorado","SNOTEL","Saguache","11110","37.96627","-106.55857","130100040201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","20","22","20","33","100","3","3","3","3","-0.4","24","14","3",,"1","0.9","1","0.6","0","2.9","2021, 2023","2024","18"
"Moonshine","636	","Idaho","SNOTEL","Lemhi","7490","44.41478","-113.39814","170402170201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","8","8","8","8","33","1","1","1","1","-1.1","7","42","4",,"1.2","1.2","1.3","1.2","0","3.2","1993, 1999, 2019","1996","45"
"Moose Creek","638	","Idaho","SNOTEL","Lemhi","6170","45.67008","-113.95315","170602030601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","11","11","11","11","40","1","1","1","1","-1.7","7","41","4",,"1.9","1.9","1.9","1.9","0","4.3","2001, 2016","1996","44"
"Moraine","1035	","Alaska","SNOTEL","Anchorage","2010","61.37727","-148.99917","190204010103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2","222","500","154","286","100","27","26","26","25","1.3","74","7","18",,"0.9","0.4","1.3","0.7","0","4.6","2014, 2016, 2018, more","2021","24"
"Mores Creek Summit","637	","Idaho","SNOTEL","Boise","6090","43.932","-115.66588","170501110503	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","8","8","7","8","100","1","1","1","1","-2.4","7","41","4",,"2.4","2.4","2.9","2.6","0","10","1993, 2016","1985","44"
"Morgan Creek","639	","Idaho","SNOTEL","Lemhi","7620","44.84237","-114.26871","170602030901	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","23","23","21","23","60","3","3","3","3","-1","9","41","5",,"1.3","1.3","1.4","1.3","0","3.3","2001, 2008, 2019","1991","45"
"Mormon Mountain","640	","Arizona","SNOTEL","Coconino","7490","34.94141","-111.51864","150200150201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","267",,"267",,"100","11","15","10","12","0.8","84","8","39",,"0.3","0","0.3","0","0","2.1","2021, 2023, 2024, more","2000","46"
"Mormon Mtn Summit","1125	","Arizona","SNOTEL","Coconino","8450","34.96942","-111.50868","150200150202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","100","200","120","200","100","6","7","5","7","0.3","71","6","13",,"0.6","0.3","0.5","0.3","0","2.5","2019, 2020, 2021, more","2015","18"
"Morrissey Ridge","2C09Q	","British Columbia","Cooperator Snow Sensors","	","6102","49.45","-114.96667","170101060804	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.4","59","67","60","69","75","8","8","8","8","-1.1","28","30","11",,"4.1","3.6","4","3.5","0.7","14.2","1989, 2000, 2021","1990","41"
"Morse Lake","642	","Washington","SNOTEL","Yakima","5400","46.90585","-121.4827","170300020106	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.2","42","54","39","45","50","4","4","4","4","-2.7","23","35","11",,"5.3","4.1","5.6","4.9","0","14.1","2008","2017","45"
"Mosby Mtn.","643	","Utah","SNOTEL","Uintah","9550","40.60798","-109.8881","140600100702	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.4","56","74","56","64","100","10","11","10","11","-0.8","34","32","17",,"2.5","1.9","2.5","2.2","0","9.7","1999, 2007, 2016, more","2004","48"
"Moscow Mountain","989	","Idaho","SNOTEL","Latah","4700","46.805","-116.8535","170603061002	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.4","20","21","1","Lowest","1.1","1.4","1.2","1.4","0","3.3","2018, 2019, 2025, more","2024","26"
"Moses Mtn","644	","Washington","SNOTEL","Okanogan","5470","48.36166","-119.08158","170200061903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","15","30","1","Lowest","1.5","0.9","1.6","1.1","0","5.3","2018, 2019, 2025, more","2012","35"
"Mosley Creek Upper","3A24P	","British Columbia","Cooperator Snow Sensors","	","5430","51.76667","-124.61667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3","77","86","81","88","100","25","28","25","28","-0.4","41","23","16",,"3.9","3.5","3.7","3.4","1","8.5","1993","1990","38"
"Mosquito Ridge","645	","Idaho","SNOTEL","Shoshone","5270","48.05726","-116.23055","170103010101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-4","0","44","1","Lowest","3.9","3.6","4.1","4","0","12.9","2025","1984","44"
"Moss Peak","646	","Montana","SNOTEL","Lake","6760","47.68497","-113.96239","170102080404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","7.4","114","123","110","121","95","16","17","17","17","1.3","65","15","27",,"6.5","6","6.7","6.1","0.8","14.3","1999","1994","41"
"Moss Springs","647	","Oregon","SNOTEL","Union","5760","45.27173","-117.68747","170601040702	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.6","2","45","1","Lowest","2.5","2.5","2.7","2.6","0","7.6","2001, 2025","1985","46"
"Mount Cook","1E02P	","British Columbia","Cooperator Snow Sensors","	","5164","52.16667","-119.31667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","11.1","102","103","108","109","100","19","20","19","21","0.9","62","9","14",,"10.9","10.8","10.3","10.2","4.7","22","2003, 2022","2007","22"
"Mount Crag","648	","Washington","SNOTEL","Jefferson","3960","47.7637","-123.026","171100180601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","9","20","9","20","11","1","1","1","1","-0.8","19","30","8",,"2.2","1","2.2","1","0","9.3","2014, 2018, 2019, more","2017","37"
"Mount Gardner","898	","Washington","SNOTEL","King","2930","47.35768","-121.56812","171100120103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.1","41","20","1","Lowest","0.9","0.1","0.9","0.1","0","5.3","2019, 2022, 2025, more","1994","33"
"Mount Lockhart","649	","Montana","SNOTEL","Teton","6430","47.91727","-112.8238","100302050102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.1","39","44","39","46","55","5","6","5","5","-1.3","14","50","9",,"2.8","2.5","2.8","2.4","0.2","7.8","1999","1985","58"
"Mount Odlum","05BL812	","Alberta","Cooperator Snow Sensors","	","6758","50.48592","-114.91308","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,"2.7","2.7","2.7","2.7","2024","2024","1"
"Mount Pondosy","1B08P	","British Columbia","Cooperator Snow Sensors","	","4636","53.15","-126.86667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","6.7","92","99","97","103","100","20","21","20","21","0.2","55","15","17",,"7.3","6.8","6.9","6.5","2.8","18.8","1993","2001","32"
"Mount Revelstoke","2A06P	","British Columbia","Cooperator Snow Sensors","	","5807","51.03333","-118.13333","170200210000	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","7.6","70","72","72","72","100","15","15","15","16","-3","19","27","7",,"10.9","10.6","10.6","10.6","4.3","18.8","2000","1995","33"
"Mount Wells","1B01P	","British Columbia","Cooperator Snow Sensors","	","4885","53.71667","-126.41667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"5.5","5.1","5.6","5.3","1.7","12.3","2013","2006","33"
"Mountain Meadows","650	","Idaho","SNOTEL","Idaho","6340","45.69694","-115.22972","170603020301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","10","10","11","11","33","1","1","1","1","-2.5","2","45","2","2nd Lowest","2.9","3","2.8","2.8","0","5.5","2001","1986","46"
"Mowich","941	","Washington","SNOTEL","Pierce","3170","46.92833","-121.95232","171100140105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0",,"0",,"0","0","0","0","0","0","52","14","1","Lowest","0.2","0","0.2","0","0","0.9","2021, 2023, 2025, more","2003, 2010, 2011","28"
"Moyie Mountain","2C10P	","British Columbia","Cooperator Snow Sensors","	","6037","49.25","-115.76667","170101050304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.9","43","47","43","50","47","5","4","5","5","-0.9","17","39","8",,"2.1","1.9","2.1","1.8","0","5.4","1976","1984","47"
"Mt Baldy","1224	","Utah","SNOTEL","Sanpete","9530","39.13648","-111.50527","160300040402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2",,,"57","67","100",,,"5","5","-0.6","15","12","3",,,,"2.1","1.8","0.5","4","2016","2013","14"
"Mt Hood Test Site","651	","Oregon","SNOTEL","Clackamas","5380","45.32097","-121.7158","170800010302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","4","5","3","4","7","0","0","0","0","-4.3","11","41","5",,"5.1","4.4","5.9","4.5","0","25.5","1995","1984","46"
"Mt Pennell","1269	","Utah","SNOTEL","Garfield","9210","37.97793","-110.7933","140700010502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2",,,"171","400","100",,,"14","16","0.9","80","3","9",,,,"0.7","0.3","0","2.5","2017, 2018, 2021","2015","11"
"Mt Rose Ski Area","652	","Nevada","SNOTEL","Washoe","8810","39.31573","-119.89473","160501020304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.3","79","128","62","88","82","5","6","5","6","-0.3","47","25","22",,"2.9","1.8","3.7","2.6","0","14.3","2007, 2014, 2018, more","1983","46"
"Mt. Alyeska","1103	","Alaska","SNOTEL","Anchorage","1500","60.95842","-149.08858","190203020702	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.7","69","82","64","73","100","8","8","7","8","-1","38","30","18",,"3.9","3.3","4.2","3.7","0","10.5","2018","1982","48"
"Mt. Eyak","1073	","Alaska","SNOTEL","Valdez-Cordova","1450","60.55648","-145.72201","190202010200	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2","65","69","67","69","91","7","7","7","7","-0.9","35","14","8",,"3.1","2.9","3","2.9","0","8.7","2018","2007, 2011","21"
"Mt. Howard","653	","Oregon","SNOTEL","Wallowa","7840","45.26514","-117.17377","170601050102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","4","5","4","4","8","0","0","1","1","-2.2","7","43","4",,"2.5","2.2","2.5","2.3","0","7.9","1987, 1992, 1995","2013","46"
"Mt. Ryan","948	","Alaska","SNOTEL","Fairbanks North Star","2750","65.25113","-146.15133","190803060404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2","105","118","100","111","100","30","30","29","30","0.2","58","19","26",,"1.9","1.7","2","1.8","0","4.6","2016","2024","44"
"Mt. Tebo","1126	","Washington","SNOTEL","Mason","3370","47.46061","-123.41219","171100170101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,"0","0","0",,,"0","0","-1.6","20","5","1","Lowest",,,"2.2","1.6","0","5","2023, 2025","2020","6"
"Muckamuck","1259	","Washington","SNOTEL","Okanogan","4470","48.58526","-119.86624","170200062001	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,"0","0","0",,,"0","0","-0.1","45","7","1","Lowest",,,"0.7","0.1","0","2","2019, 2023, 2025, more","2022","12"
"Mud Flat","654	","Idaho","SNOTEL","Owyhee","5750","42.6004","-116.55925","170501041401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","67",,"67",,"100","3","3","3","3","0.2","68","15","28",,"0.3","0","0.3","0","0","2.2","2021, 2022, 2023, more","1994","45"
